as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator
2016,0000813853,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,162,Not applicable,3,Loan originated,1,"Minneapolis, St. Paul, Bloomington - MN, WI",33460.0,Minnesota,MN,27.0,Dakota County,37.0,614.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,42.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,110,3640.0,3.4600000381469727,85200.0,108.62000274658205,1144.0,1337.0,0
2016,13-3222578,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,1,Not applicable,3,Loan purchased by the institution,6,"Los Angeles, Long Beach, Glendale - CA",31084.0,California,CA,6.0,Los Angeles County,37.0,1096.03,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,37.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,293,4252.0,82.0999984741211,62400.0,103.01000213623048,815.0,987.0,2
2016,62-1532940,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,131,Preapproval was not requested,2,Application approved but not accepted,2,"Houston, The Woodlands, Sugar Land - TX",26420.0,Texas,TX,48.0,Harris County,201.0,4319.0,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,77.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,94647,3786.0,40.939998626708984,68000.0,167.11000061035156,634.0,150.0,0
2016,0000035456,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,91,Not applicable,3,Loan originated,1,Camden - NJ,15804.0,New Jersey,NJ,34.0,Camden County,7.0,6036.01,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,38.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,589,3616.0,18.940000534057617,84200.0,121.55999755859376,1387.0,1190.0,0
2016,22-3039688,Consumer Financial Protection Bureau,CFPB,9,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,135,Not applicable,3,Loan originated,1,"Tampa, St. Petersburg, Clearwater - FL",45300.0,Florida,FL,12.0,Pinellas County,103.0,268.18,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,176342,4357.0,50.2599983215332,59200.0,46.83000183105469,322.0,711.0,0
2016,02-0594137,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,625,Not applicable,3,Application withdrawn by applicant,4,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Rockland County,87.0,116.02,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,122.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,2702,5946.0,14.979999542236328,72600.0,199.6999969482422,1445.0,1678.0,0
2016,43-1965151,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,176,Preapproval was not requested,2,Application denied by financial institution,3,Corpus Christi - TX,18580.0,Texas,TX,48.0,Nueces County,355.0,54.1,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,75.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,48661,3699.0,65.66999816894531,58800.0,170.77999877929688,1102.0,1328.0,0
2016,0000013392,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,800,Not applicable,3,Application withdrawn by applicant,4,"San Francisco, Redwood City, South San Francisco - CA",41884.0,California,CA,6.0,San Francisco County,75.0,210.0,Not Hispanic or Latino,2,Hispanic or Latino,1,White,5,,,,,,,,,Asian,2,,,,,,,,,Male,1,Female,2,968.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,702,4196.0,37.58000183105469,104700.0,89.12999725341797,663.0,1447.0,0
2016,0000008111,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,449,Preapproval was not requested,2,Application approved but not accepted,2,"Dallas, Plano, Irving - TX",19124.0,Texas,TX,48.0,Dallas County,113.0,141.26,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,152.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,2191,5761.0,31.8700008392334,71700.0,180.10000610351562,1614.0,1848.0,0
2016,38-2699549,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,98,Preapproval was not requested,2,Application denied by financial institution,3,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,1877,,,,,,,0
2016,0000480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,9,Not applicable,3,Loan purchased by the institution,6,"Kansas City - MO, KS",28140.0,Missouri,MO,29.0,Jackson County,95.0,93.0,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,184576,2316.0,15.5,72500.0,103.8499984741211,1090.0,1350.0,2
2016,22-3039688,Consumer Financial Protection Bureau,CFPB,9,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,110,Not applicable,3,Loan originated,1,,,Kansas,KS,20.0,Geary County,61.0,3.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,132363,4952.0,49.27000045776367,57300.0,89.97000122070312,937.0,1836.0,0
2016,20-8745846,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,162,Not applicable,3,Loan originated,1,"Austin, Round Rock - TX",12420.0,Texas,TX,48.0,Williamson County,491.0,215.07,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,61800,9196.0,49.869998931884766,77800.0,119.3499984741211,2033.0,2487.0,0
2016,0000582953,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,108,Not applicable,3,Loan originated,1,,,,,,,,,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,86.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,158,,,,,,,0
2016,0000617677,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,245,Preapproval was requested,1,Preapproval request denied by financial institution,7,,,,,,,,,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,39.0,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,173985,,,,,,,0
2016,0000033216,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,270,Not applicable,3,Loan purchased by the institution,6,Anchorage - AK,11260.0,Alaska,AK,2.0,Anchorage Municipality,20.0,5.0,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,449,1988.0,52.310001373291016,91000.0,58.720001220703125,149.0,327.0,2
2016,13-6131491,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,138,Not applicable,3,Loan originated,1,"New Haven, Milford - CT",35300.0,Connecticut,CT,9.0,New Haven County,9.0,1301.02,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,38.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,180379,3113.0,15.289999961853027,81000.0,111.76000213623048,748.0,1138.0,0
2016,13-3222578,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,66,Not applicable,3,Loan purchased by the institution,6,Lincoln - NE,30700.0,Nebraska,NE,31.0,Lancaster County,109.0,2.01,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,32.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,865,4654.0,9.5,70400.0,90.0199966430664,1410.0,1813.0,2
2016,13-6131491,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,194,Not applicable,3,Loan originated,1,"Warren, Troy, Farmington Hills - MI",47664.0,Michigan,MI,26.0,Macomb County,99.0,2440.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,20006,1975.0,8.460000038146973,77000.0,94.31999969482422,690.0,824.0,0
2016,87-0623581,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,144,Not applicable,3,Loan originated,1,St. George - UT,41100.0,Utah,UT,49.0,Washington County,53.0,2715.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,33.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,5997,6263.0,14.880000114440918,59600.0,90.29000091552734,1271.0,2325.0,0
2016,0000026467,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,213,Not applicable,3,Loan originated,1,"Rockingham County, Strafford County - NH",40484.0,New Hampshire,NH,33.0,Rockingham County,15.0,1004.0,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,45.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,315,7729.0,8.539999961853027,87900.0,98.91000366210938,2364.0,2463.0,0
2016,23-2769131,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,248,Preapproval was not requested,2,Loan originated,1,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,93.22,Not Hispanic or Latino,2,No co-applicant,5,Native Hawaiian or Other Pacific Islander,4,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,45.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,4504,13206.0,79.37000274658203,69900.0,93.31999969482422,2388.0,3287.0,0
2016,0000060520,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,75,Not applicable,3,Loan originated,1,Madera - CA,31460.0,California,CA,6.0,Madera County,39.0,10.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,53.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,165,5319.0,59.029998779296875,46900.0,105.80999755859376,1093.0,2029.0,0
2016,1635900004,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,810,Preapproval was not requested,2,File closed for incompleteness,5,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Jefferson County,59.0,101.0,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,500.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,11709,4360.0,17.110000610351562,80100.0,69.51000213623047,682.0,1422.0,0
2016,0000012311,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,626,Not applicable,3,Application denied by financial institution,3,"Detroit, Dearborn, Livonia - MI",19804.0,Michigan,MI,26.0,Wayne County,163.0,5644.01,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,183.0,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,18490,5224.0,23.760000228881836,53500.0,248.02999877929688,1431.0,1478.0,0
2016,0002888798,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,794,Not applicable,3,Application denied by financial institution,3,"Chicago, Naperville, Arlington Heights - IL",16974.0,Illinois,IL,17.0,Cook County,31.0,8016.07,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,201.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,43206,5287.0,31.059999465942383,74700.0,166.7899932861328,1404.0,1351.0,0
2016,31-1076317,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,298,Not applicable,3,Loan originated,1,Raleigh - NC,39580.0,North Carolina,NC,37.0,Wake County,183.0,536.01,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,80.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,2152,5351.0,46.650001525878906,76600.0,109.37999725341795,528.0,856.0,0
2016,0000057870,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,5,Not applicable,3,Loan originated,1,"Macon, Bibb County - GA",31420.0,Georgia,GA,13.0,Bibb County,21.0,129.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,34.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not secured by a lien,3,,,144,1837.0,73.16000366210938,51700.0,34.61000061035156,252.0,1008.0,0
2016,22-3039688,Consumer Financial Protection Bureau,CFPB,9,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,168,Not applicable,3,Loan originated,1,Johnson City - TN,27740.0,Tennessee,TN,47.0,Carter County,19.0,706.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,267848,2639.0,2.5799999237060547,49800.0,99.01000213623048,974.0,1245.0,0
2016,13-4362989,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,98,Not applicable,3,Loan originated,1,"Killeen, Temple - TX",28660.0,Texas,TX,48.0,Bell County,27.0,231.07,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,9526,7105.0,70.94999694824219,59300.0,78.81999969482422,995.0,2935.0,0
2016,0000476810,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,45,Not applicable,3,Loan originated,1,,,Michigan,MI,26.0,Alger County,3.0,1.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,33.0,Affiliate institution,8,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,14894,3869.0,10.880000114440918,52600.0,93.01000213623048,1147.0,2216.0,0
2016,0267100004,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,156,Not applicable,3,Application approved but not accepted,2,"Fort Worth, Arlington - TX",23104.0,Texas,TX,48.0,Johnson County,251.0,1302.1,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,1606,5016.0,15.3100004196167,69300.0,109.8000030517578,1347.0,1734.0,0
2016,0000617677,Consumer Financial Protection Bureau,CFPB,9,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,231,Preapproval was requested,1,Loan originated,1,"Charleston, North Charleston - SC",16700.0,South Carolina,SC,45.0,Dorchester County,35.0,108.17,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,61.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,130158,4620.0,30.280000686645508,68200.0,138.47000122070312,1112.0,1315.0,0
2016,0000504713,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,216,Not applicable,3,Loan purchased by the institution,6,,,Nevada,NV,32.0,Lyon County,19.0,9603.02,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,346814,9521.0,22.31999969482422,60200.0,90.37999725341795,2452.0,3298.0,2
2016,0000476810,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,584,Not applicable,3,Loan purchased by the institution,6,"San Francisco, Redwood City, South San Francisco - CA",41884.0,California,CA,6.0,San Mateo County,81.0,6030.0,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,139.0,Affiliate institution,8,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,49847,4143.0,34.900001525878906,104700.0,82.4000015258789,882.0,1453.0,2
2016,20-4224234,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,217,Preapproval was not requested,2,Loan originated,1,"Duluth - MN, WI",20260.0,Minnesota,MN,27.0,St. Louis County,137.0,3.0,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,70.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,1296,7521.0,13.15999984741211,62700.0,109.9499969482422,2029.0,2310.0,0
2016,0000143662,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,504,Not applicable,3,Loan originated,1,"Tacoma, Lakewood - WA",45104.0,Washington,WA,53.0,Pierce County,53.0,725.06,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,154.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,7280,3438.0,9.710000038146973,72300.0,155.6199951171875,1177.0,1405.0,0
2016,0000480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,276,Not applicable,3,Loan originated,1,"Washington, Arlington, Alexandria - DC, VA, MD, WV",47894.0,Virginia,VA,51.0,Loudoun County,107.0,6110.16,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,88.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,270326,2305.0,24.34000015258789,105700.0,132.74000549316406,676.0,823.0,0
2016,0000619877,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,319,Not applicable,3,Application withdrawn by applicant,4,"Cincinnati - OH, KY, IN",17140.0,Ohio,OH,39.0,Hamilton County,61.0,248.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,85.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,88672,3453.0,7.010000228881836,68800.0,165.7100067138672,805.0,1190.0,0
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,320,Not applicable,3,Loan originated,1,"Los Angeles, Long Beach, Glendale - CA",31084.0,California,CA,6.0,Los Angeles County,37.0,2346.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Black or African American,3,,,,,,,,,Black or African American,3,,,,,,,,,Male,1,Male,1,58.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,555901,5024.0,98.41000366210938,62400.0,86.6500015258789,960.0,1561.0,0
2016,0002888798,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,285,Not applicable,3,Loan originated,1,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,96.16,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,118.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,37276,5814.0,46.869998931884766,69900.0,108.55999755859376,1512.0,1879.0,0
2016,31-1197926,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,260,Not applicable,3,Loan originated,1,Columbus - OH,18140.0,Ohio,OH,39.0,Franklin County,49.0,79.22,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,57.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,8450,4101.0,11.4399995803833,69100.0,145.22000122070312,969.0,1274.0,0
